date,clusters
2023-06-27,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-28,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-29,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-06-30,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-03,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-05,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-06,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-07,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-10,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-11,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-12,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-13,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-14,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-17,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-18,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-19,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-20,ADM;CDNS;CERN;DTE;ED;ETN;FAST;FI;FICO;FISV;HON;KO;MGM;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY
2023-07-21,"DTE,ED,KO;ETN,MGM;HON,XOM;MSFT,ORCL;ADM;CDNS;CERN;FAST;FI;FICO;FISV;SIVB;TROW;WM;XRAY"
2023-07-24,"DTE,ED,KO;ETN,MGM;HON,XOM;MSFT,ORCL;ADM;CDNS;CERN;FAST;FI;FICO;FISV;SIVB;TROW;WM;XRAY"
2023-07-25,"DTE,ED,KO;ETN,MGM;HON,XOM;ADM;CDNS;CERN;FAST;FI;FICO;FISV;MSFT;ORCL;SIVB;TROW;WM;XRAY"
2023-07-26,"DTE,ED,KO;ETN,MGM;FI,WM;HON,XOM;MSFT,ORCL;ADM;CDNS;CERN;FAST;FICO;FISV;SIVB;TROW;XRAY"
2023-07-27,"DTE,ED,KO;ETN,MGM;FI,HON;MSFT,ORCL;ADM;CDNS;CERN;FAST;FICO;FISV;SIVB;TROW;WM;XOM;XRAY"
2023-07-28,"DTE,ED,KO;ETN,MGM;FI,HON;MSFT,ORCL;ADM;CDNS;CERN;FAST;FICO;FISV;SIVB;TROW;WM;XOM;XRAY"
2023-07-31,"DTE,ED,KO;ETN,MGM;FI,HON;ADM;CDNS;CERN;FAST;FICO;FISV;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-08-01,"DTE,ED,KO;FI,HON;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-02,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-03,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-04,"DTE,ED,KO;MGM,XRAY;MSFT,ORCL;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-08-07,"DTE,ED,KO;MGM,XRAY;MSFT,ORCL;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-08-08,"DTE,ED,KO;FI,HON;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-09,"DTE,ED,KO;FI,HON;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-10,"DTE,ED,KO;FI,HON;MGM,XRAY;MSFT,ORCL;ADM;CDNS;CERN;ETN;FAST;FICO;FISV;SIVB;TROW;WM;XOM"
2023-08-11,"CDNS,MSFT,ORCL;DTE,ED,KO;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-08-14,"DTE,ED,KO;MGM,XRAY;MSFT,ORCL;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-08-15,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-16,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-17,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-18,"DTE,ED,KO;MGM,XRAY;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;TROW;WM;XOM"
2023-08-21,"DTE,ED,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-08-22,"DTE,ED,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-08-23,"CDNS,ORCL;DTE,ED;MGM,XRAY;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;TROW;WM;XOM"
2023-08-24,"CDNS,ORCL;DTE,ED;FAST,KO;MGM,XRAY;ADM;CERN;ETN;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-08-25,"DTE,ED,FAST,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FI;FICO;FISV;HON;MSFT;SIVB;TROW;WM;XOM"
2023-08-28,"DTE,ED,FAST,HON,KO;CDNS,ORCL;MGM,XRAY;ADM;CERN;ETN;FI;FICO;FISV;MSFT;SIVB;TROW;WM;XOM"
2023-08-29,"DTE,ED,FAST,KO;CDNS,MSFT,ORCL;MGM,XRAY;ADM;CERN;ETN;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-08-30,"DTE,ED,FAST,KO;CDNS,MSFT,ORCL;MGM,XRAY;ADM;CERN;ETN;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-08-31,"CDNS,FI,MSFT,ORCL;DTE,ED,MGM,XRAY;ADM;CERN;ETN;FAST;FICO;FISV;HON;KO;SIVB;TROW;WM;XOM"
2023-09-01,"CDNS,FI,MSFT,ORCL;DTE,ED,MGM,XRAY;ADM;CERN;ETN;FAST;FICO;FISV;HON;KO;SIVB;TROW;WM;XOM"
2023-09-05,"DTE,ED,MGM,XRAY;CDNS,MSFT,ORCL;FAST,KO;ADM;CERN;ETN;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-06,"DTE,ED,MGM,XRAY;CDNS,MSFT,ORCL;FAST,KO;ADM;CERN;ETN;FI;FICO;FISV;HON;SIVB;TROW;WM;XOM"
2023-09-07,"DTE,ED,MGM,WM,XRAY;CDNS,MSFT,ORCL,TROW;FAST,KO;ADM;CERN;ETN;FI;FICO;FISV;HON;SIVB;XOM"
2023-09-08,"DTE,ED,MGM,WM,XRAY;CDNS,MSFT,ORCL,TROW;FAST,HON,KO;ADM;CERN;ETN;FI;FICO;FISV;SIVB;XOM"
2023-09-11,"CDNS,MSFT,ORCL,TROW;DTE,ED,MGM,WM;FAST,HON,KO;ADM;CERN;ETN;FI;FICO;FISV;SIVB;XOM;XRAY"
2023-09-12,"DTE,ED,FAST,HON,KO,MGM,WM,XRAY;CDNS,MSFT,ORCL,TROW;ADM;CERN;ETN;FI;FICO;FISV;SIVB;XOM"
2023-09-13,"DTE,ED,FAST,HON,KO,WM;CDNS,MSFT,ORCL,TROW,XRAY;ADM;CERN;ETN;FI;FICO;FISV;MGM;SIVB;XOM"
2023-09-14,"DTE,ED,FAST,HON,KO,WM;CDNS,MSFT,ORCL,TROW;ADM;CERN;ETN;FI;FICO;FISV;MGM;SIVB;XOM;XRAY"
2023-09-15,"DTE,ED,HON,WM;CDNS,FICO,MSFT;FAST,KO;ADM;CERN;ETN;FI;FISV;MGM;ORCL;SIVB;TROW;XOM;XRAY"
2023-09-18,"CDNS,FICO,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-19,"CDNS,FICO,MSFT;DTE,ED;ADM;CERN;ETN;FAST;FI;FISV;HON;KO;MGM;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-09-20,"DTE,ED,HON,WM;CDNS,FICO,MSFT;ADM;CERN;ETN;FAST;FI;FISV;KO;MGM;ORCL;SIVB;TROW;XOM;XRAY"
2023-09-21,"CDNS,FICO,MSFT;DTE,ED,WM;FI,MGM;ADM;CERN;ETN;FAST;FISV;HON;KO;ORCL;SIVB;TROW;XOM;XRAY"
2023-09-22,"CDNS,FICO,MSFT;DTE,ED;FI,MGM;HON,WM;ADM;CERN;ETN;FAST;FISV;KO;ORCL;SIVB;TROW;XOM;XRAY"
2023-09-25,"CDNS,FICO,MSFT;ADM,HON;DTE,ED;FI,MGM;TROW,XRAY;CERN;ETN;FAST;FISV;KO;ORCL;SIVB;WM;XOM"
2023-09-26,"ADM,DTE,ED,FI,HON,MGM,TROW,WM;CDNS,FICO,MSFT;CERN;ETN;FAST;FISV;KO;ORCL;SIVB;XOM;XRAY"
2023-09-27,"ADM,CDNS,FICO,HON,MSFT,TROW;DTE,ED;CERN;ETN;FAST;FI;FISV;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-09-28,"ADM,CDNS,DTE,ED,FICO,HON,MSFT,TROW,WM;CERN;ETN;FAST;FI;FISV;KO;MGM;ORCL;SIVB;XOM;XRAY"
2023-09-29,"ADM,HON,WM;CDNS,FICO,MSFT;DTE,ED;CERN;ETN;FAST;FI;FISV;KO;MGM;ORCL;SIVB;TROW;XOM;XRAY"
2023-10-02,"ADM,HON,WM;CDNS,FICO,MSFT;DTE,ED;CERN;ETN;FAST;FI;FISV;KO;MGM;ORCL;SIVB;TROW;XOM;XRAY"
2023-10-03,"CDNS,FI,FICO,MSFT,TROW;ADM,HON,WM;DTE,ED;CERN;ETN;FAST;FISV;KO;MGM;ORCL;SIVB;XOM;XRAY"
2023-10-04,"CDNS,FI,FICO,MSFT,TROW;ADM,HON,WM;DTE,ED;CERN;ETN;FAST;FISV;KO;MGM;ORCL;SIVB;XOM;XRAY"
2023-10-05,"CDNS,FI,FICO,MSFT,TROW;ADM,HON;DTE,ED;CERN;ETN;FAST;FISV;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-06,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-09,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-10,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-11,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;ADM;CERN;ETN;FAST;FISV;HON;KO;MGM;ORCL;SIVB;WM;XOM;XRAY"
2023-10-12,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;HON,WM;KO,XRAY;ADM;CERN;ETN;FAST;FISV;MGM;ORCL;SIVB;XOM"
2023-10-13,"CDNS,FICO,MSFT;DTE,ED;FI,TROW;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-16,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-17,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-18,"CDNS,FI,FICO,MSFT,TROW;DTE,ED;KO,XRAY;ADM;CERN;ETN;FAST;FISV;HON;MGM;ORCL;SIVB;WM;XOM"
2023-10-19,"CDNS,FI,FICO,MSFT,TROW;ADM,HON;DTE,ED;KO,XRAY;CERN;ETN;FAST;FISV;MGM;ORCL;SIVB;WM;XOM"
2023-10-20,"ADM,CDNS,ETN,FI,FICO,HON,MSFT,TROW;DTE,ED,WM;KO,XRAY;CERN;FAST;FISV;MGM;ORCL;SIVB;XOM"
2023-10-23,"ADM,CDNS,ETN,FI,FICO,HON,MGM,MSFT,TROW;DTE,ED,WM;CERN;FAST;FISV;KO;ORCL;SIVB;XOM;XRAY"
2023-10-24,"CDNS,MSFT,ORCL;ADM,FICO;DTE,ED;ETN,MGM;KO,XRAY;CERN;FAST;FI;FISV;HON;SIVB;TROW;WM;XOM"
2023-10-25,"CDNS,ETN,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-10-26,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-10-27,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-10-30,"CDNS,ETN,HON,MGM,ORCL,TROW;DTE,ED;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-10-31,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-01,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-02,"CDNS,ETN,HON,MGM,ORCL;ADM,WM;DTE,ED;FI,TROW;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-03,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-06,"CDNS,ETN,HON,MGM,ORCL;ADM,WM;DTE,ED;FI,TROW;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-07,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-08,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-09,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-10,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;DTE,ED;CERN;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-13,"CDNS,ETN,FI,HON,MGM,ORCL,TROW;ADM,WM;CERN;DTE;ED;FAST;FICO;FISV;KO;MSFT;SIVB;XOM;XRAY"
2023-11-14,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-15,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-16,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-17,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-20,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-21,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;FI,KO;ADM;CERN;FAST;FICO;FISV;MSFT;SIVB;WM;XOM;XRAY"
2023-11-22,"CDNS,DTE,ED,ETN,HON,MGM,ORCL,TROW;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-24,"CDNS,DTE,ED,ETN,FAST,HON,MGM,ORCL,TROW;ADM;CERN;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-27,"CDNS,DTE,ED,ETN,FAST,HON,MGM,ORCL,TROW;ADM;CERN;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-28,"CDNS,ETN,FAST,HON,ORCL;DTE,ED,MGM,TROW;ADM;CERN;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-29,"CDNS,ETN,FAST,HON,ORCL;DTE,ED,MGM,TROW;ADM;CERN;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-11-30,"DTE,ED,MGM,TROW;CDNS,ETN,ORCL;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-01,"DTE,ED,MGM,TROW;CDNS,ETN,ORCL;ADM;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-04,"DTE,ED,MGM,TROW;CDNS,ORCL;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-05,"DTE,ED,HON,MGM,TROW;CDNS,ORCL;ADM;CERN;ETN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-06,"DTE,ED,HON,MGM,TROW;CDNS,ETN,ORCL;ADM;CERN;FAST;FI;FICO;FISV;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-07,"ADM,DTE,ED,MGM,TROW;CDNS,ORCL;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-08,"ADM,DTE,ED,KO,MGM,TROW;CDNS,ORCL;CERN;ETN;FAST;FI;FICO;FISV;HON;MSFT;SIVB;WM;XOM;XRAY"
2023-12-11,"DTE,ED,MGM,TROW;CDNS,ORCL;ADM;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;SIVB;WM;XOM;XRAY"
2023-12-12,"DTE,ED,MGM,TROW;ADM;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-12-13,"ADM,DTE,ED,MGM,TROW;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-12-14,"DTE,ED,MGM;ADM,TROW;CDNS;CERN;ETN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM;XRAY"
2023-12-15,"DTE,ED,MGM;ETN,FAST;ADM;CDNS;CERN;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-18,"DTE,ED,ETN,MGM;FAST,HON;ADM;CDNS;CERN;FI;FICO;FISV;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-19,"DTE,ED,ETN,FAST,MGM;ADM;CDNS;CERN;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-20,"DTE,ED,ETN,FAST,MGM;ADM;CDNS;CERN;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-21,"DTE,ED,ETN,FAST,HON,MGM;ADM;CDNS;CERN;FI;FICO;FISV;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-22,"DTE,ED,ETN,FAST,HON,MGM;ADM;CDNS;CERN;FI;FICO;FISV;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2023-12-26,"DTE,ED,ETN,FAST,MGM;TROW,XRAY;ADM;CDNS;CERN;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM"
2023-12-27,"DTE,ED,ETN,FAST,MGM;TROW,XRAY;ADM;CDNS;CERN;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM"
2023-12-28,"DTE,ED,ETN,MGM;TROW,XRAY;ADM;CDNS;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;WM;XOM"
2023-12-29,"DTE,ED,ETN,MGM;ADM;CDNS;CERN;FAST;FI;FICO;FISV;HON;KO;MSFT;ORCL;SIVB;TROW;WM;XOM;XRAY"
2024-01-02,"DTE,ED,ETN,KO,MGM;TROW,XRAY;ADM;CDNS;CERN;FAST;FI;FICO;FISV;HON;MSFT;ORCL;SIVB;WM;XOM"
2024-01-03,"DTE,ED,ETN,FAST,HON,KO,MGM;TROW,XRAY;ADM;CDNS;CERN;FI;FICO;FISV;MSFT;ORCL;SIVB;WM;XOM"
2024-01-04,"DTE,ED,ETN,FAST,HON,KO,MGM;TROW,XRAY;ADM;CDNS;CERN;FI;FICO;FISV;MSFT;ORCL;SIVB;WM;XOM"
2024-01-05,"DTE,ED,ETN,FAST,HON,KO,MGM;TROW,XRAY;ADM;CDNS;CERN;FI;FICO;FISV;MSFT;ORCL;SIVB;WM;XOM"
2024-01-08,"DTE,ED,ETN,FAST,KO,MGM;CDNS,FICO;TROW,XRAY;ADM;CERN;FI;FISV;HON;MSFT;ORCL;SIVB;WM;XOM"
2024-01-09,"DTE,ED,ETN,FAST,KO,MGM;CDNS,FICO;TROW,XRAY;ADM;CERN;FI;FISV;HON;MSFT;ORCL;SIVB;WM;XOM"
2024-01-10,"DTE,ED,ETN,FAST,KO,MGM;CDNS,FICO;TROW,XRAY;ADM;CERN;FI;FISV;HON;MSFT;ORCL;SIVB;WM;XOM"
2024-01-11,"DTE,ED,ETN,FAST,HON,KO,MGM,WM;CDNS,FICO,MSFT;TROW,XRAY;ADM;CERN;FI;FISV;ORCL;SIVB;XOM"
2024-01-12,"DTE,ED,ETN,FAST,HON,KO,MGM,WM;CDNS,FICO,MSFT;TROW,XRAY;ADM;CERN;FI;FISV;ORCL;SIVB;XOM"
2024-01-16,"DTE,ED,ETN,FAST,KO,MGM,WM;CDNS,FICO,MSFT;TROW,XRAY;ADM;CERN;FI;FISV;HON;ORCL;SIVB;XOM"
2024-01-17,"DTE,ED,KO,WM;CDNS,FICO,MSFT;ETN,FAST,MGM;TROW,XRAY;ADM;CERN;FI;FISV;HON;ORCL;SIVB;XOM"
2024-01-18,"DTE,ED,KO,WM;CDNS,FICO,MSFT;ETN,MGM;TROW,XRAY;ADM;CERN;FAST;FI;FISV;HON;ORCL;SIVB;XOM"
2024-01-19,"DTE,ED,KO,WM;CDNS,FICO,MSFT;ADM;CERN;ETN;FAST;FI;FISV;HON;MGM;ORCL;SIVB;TROW;XOM;XRAY"
2024-01-22,"CDNS,ETN,FICO,MSFT;DTE,ED,KO,WM;ADM;CERN;FAST;FI;FISV;HON;MGM;ORCL;SIVB;TROW;XOM;XRAY"
2024-01-23,"CDNS,ETN,FICO,MSFT;DTE,ED,KO,WM;ADM;CERN;FAST;FI;FISV;HON;MGM;ORCL;SIVB;TROW;XOM;XRAY"
